
Horizontal dump of pitloc:
ddbkey	id	pit	region	blendrec	path	bean	invbean	simdump	haul	ore	dumpfeed	dumpcapy	binsize	xloc	yloc	pathix	timedump	zloc	signid	unit	load	istiedown	status	linestat	spillage	split	signpost	shoptype	dumpqueue	pctcapy	bays	nopenalty	timelast	radius	gpstype	reason	tdset	prior	availbays	ignunexarr	disablearrchk	
1076182	RB1-PUMANEUTRO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28841	80708	499	60	4580.000000	16	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1076400	RB1-RAMPALIRIMA/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	7000.000000	0.000000	30434	83828	500	71	4640.000000	1010	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Interm.	-1	0	1	0	0	0	
1076618	RB1-RAMPAZORRO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	29309	83659	501	43	4660.000000	401	Botadero	Esteril	Yes	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1076836	RB1-ZORRO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	4000.000000	0.000000	29696	83644	65535	51	4675.000000	1126	Botadero	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1077054	RB1-ZORRO4675/EST	ROSARIO	BOT			D_RB1-ZORRO4675/EST		<record>	0.000000	55259.000000	0.000000	10000000000.000000	0.000000	29757	84125	502	48	4675.000000	22	Botadero	Esteril	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1077272	RB2-ALPACA/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	5000.000000	0.000000	27427	82501	503	76	4548.799805	1120	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1077490	RB2-ALPACACORTO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	3000.000000	0.000000	27940	81724	504	54	4548.299805	19	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1077708	RB2-GUANACOCORTO/EST	ROSARIO	BOT			D_RB2-GUANACOCORTO/		<record>	0.000000	36000.000000	10000000000.000000	10000000000.000000	0.000000	26849	80683	505	79	4500.000000	8	Botadero	Esteril	Yes	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1077926	RB2-PUMA2/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	27594	80530	506	61	4650.000000	254	Botadero	Esteril	Yes	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1078144	RB3-NEUTRO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28780	80661	507	74	4586.899902	180	Botadero	Esteril	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	0	Punto Interm.	-1	0	1	0	0	0	
1078362	RF10	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1078580	RF10A	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31899	80449	65535	60	4000.000000	65535	Fase	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1079670	RF10A-4150-1007-1	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31255	80797	511	60	4150.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1079234	RF10A-4150-1014-1	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31109	80931	510	60	4150.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1079452	RF10B	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1078798	RF10B-4165-1016-1	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30965	80752	508	60	4165.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1080542	RF11	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1080760	RF11-4285-1105-1	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30215	81060	513	60	4300.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1080978	RF11-4315-1117-1	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30265	81517	514	60	4315.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1081196	RF12	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	<bad enum>	No	<bad enum>	Operativo	No	<array>	0	Otro	0	11	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1081632	RF12-4570-1207-1	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31430	82201	516	60	4585.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1081414	RF12-4585-1207-1	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	32004	81529	515	60	4585.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1081850	RF12-4585-1217-1	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	32192	81143	517	60	4587.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1082068	RF12-4600-1039-1	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	32242	80724	518	60	4600.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1082286	RF6	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1082504	RF8	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1082722	RF8B	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1082940	RF9	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	0	65535	60	0.000000	65535	Fase	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1083158	RF9A	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	0	76000	65535	60	4000.000000	65535	Fase	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1083376	RF9B	ROSARIO						<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31335	80855	65535	60	4000.000000	65535	Fase	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1083594	RF9B-4015-911-1	ROSARIO	RF9B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30858	81189	519	60	4030.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1083812	RF9B-4030-901-1	ROSARIO	RF9B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30831	81316	520	60	4030.000000	65535	Sitio Cargue	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1084030	RI1-INPITFASE6/SME	ROSARIO	RF6					<record>	0.000000	0.000000	600.000000	10000000000.000000	0.000000	30877	81279	521	51	4030.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1084248	RI10A-INPIT/EST	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	1500.000000	0.000000	31243	80616	522	56	4200.000000	65535	Botadero	Mixto	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1084466	RI10A-INPIT/SAL	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30983	80935	523	44	4160.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1084684	RI10A-INPIT/SBH	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31289	80921	524	74	4160.000000	65535	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1084902	RI10A-INPIT/SBL	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31064	80878	525	56	4152.000000	65535	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1085120	RI10A-INPIT/SME	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30952	80929	526	50	4160.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1085338	RI10A-INPITGRIS/EST	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31719	80675	527	50	4359.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1085556	RI10A-SOBRECARGA/EST	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31029	80772	528	67	4165.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1085774	RI10A-SOBRECARGA/SAL	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31205	80614	529	69	4201.000000	65535	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1085992	RI10A-SOBRECARGA/SME	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31472	80944	530	54	4180.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1086210	RI10B-INPIT/EST	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31062	80798	531	46	4165.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1086428	RI10B-INPIT/SAL	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31433	80963	532	53	4180.000000	65535	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1086646	RI10B-INPIT/SBH	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31273	80619	533	56	4200.000000	65535	Stock	Sul. Baja High	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1086864	RI10B-INPIT/SBL	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31036	80870	534	47	4152.000000	65535	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1087082	RI10B-INPIT/SME	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31277	80893	535	56	4160.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1087300	RI10B-SOBRECARGA/EST	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31308	80946	536	76	4160.000000	65535	Botadero	<bad enum>	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1087518	RI11-INPIT/EST	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30037	81149	537	50	4330.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1087736	RI11-INPIT/SAL	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30039	81103	538	58	4330.000000	65535	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1087954	RI11-INPIT/SBH	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30109	81385	539	55	4320.000000	65535	Stock	<bad enum>	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1088172	RI11-INPIT/SBL	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30086	81400	540	49	4320.000000	65535	Stock	Sul. Baja High	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1088390	RI11-INPIT/SME	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30047	81392	541	64	4320.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1088608	RI11-SOBRECARGA/EST	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30064	81430	542	71	4320.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1088826	RI11-SOBRECARGA/SBH	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30056	81192	543	51	4330.000000	65535	Stock	<bad enum>	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1089044	RI11-SURIFASE11/SBH	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	4000.000000	0.000000	30276	81759	544	60	4330.000000	65535	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1089262	RI12-INPIT/EST	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31730	82259	545	79	4615.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1089480	RI12-INPIT/SBL	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31623	82357	546	60	4615.000000	65535	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1089698	RI12-SOBRECARGA/EST	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31684	82320	547	59	4615.000000	65535	Botadero	<bad enum>	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1089916	RI8B2-INPIT/SAL	ROSARIO	RF8B					<record>	0.000000	0.000000	0.000000	300.000000	0.000000	30919	81253	548	64	4030.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1090134	RI8B2-INPIT/SME	ROSARIO	RF8B					<record>	0.000000	0.000000	0.000000	900.000000	0.000000	30895	81265	549	55	4030.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1090352	RI9B-INPIT/SAL	ROSARIO	RF9B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30764	81215	550	43	4065.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1090570	RI9B-INPIT/SME	ROSARIO	RF9B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30788	81205	551	49	4065.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1090788	RI9B-SOBRECARGA/SAL	ROSARIO	RF9B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30691	81209	552	61	4065.000000	65535	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1091006	ROSARIO	ROSARIO				P_ROSARIO		<record>	21665.000000	0.000000	0.000000	10000000000.000000	0.000000	0	76000	65535	60	4000.000000	65535	Mina	Planta	No	<bad enum>	Panne	No	<array>	8	Otro	0	15	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1091224	ROSUR	ROSUR						<record>	1000.000000	0.000000	0.000000	10000000000.000000	0.000000	0	76000	65535	60	4000.000000	65535	Mina	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1091442	RS1-4550/SBL	ROSARIO	STOCK			D_RS1-4550/SBL		<record>	0.000000	14700.000000	0.000000	10000000000.000000	0.000000	27807	82527	553	60	4610.600098	2	Stock	Sul. Baja High	No	Operativo	Operativo	No	<array>	0	Otro	0	15	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1091660	RS1-4600/MIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	29226	80367	554	55	4601.399902	65535	Stock	Mixto Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1091878	RS1-4600/OXA	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	29275	80190	555	87	4602.899902	42	Stock	Ox. Alta	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	20	Punto Final S	-1	0	1	0	0	0	
1092096	RS1-4600/OXB	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	29446	80356	556	70	4599.799805	45	Stock	Ox. Baja	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	10	Punto Final S	-1	0	1	0	0	0	
1092314	RS1-ALTALEY/SAL	ROSARIO	STOCK					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	27613	83092	557	73	4545.000000	65535	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1092532	RS1-FLAMENCO/SME	ROSARIO	STOCK			D_RS1-FLAMENCO/SME		<record>	0.000000	300.000000	0.000000	10000000000.000000	0.000000	29603	81747	558	55	4550.000000	65535	Stock	Sul. Media	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1092750	RS1-GAVIOTA/SAL	ROSARIO	STOCK					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	27429	82986	559	86	4546.100098	21	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Interm.	-1	0	1	0	0	0	
1092968	RS1-LIRIMA/MIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	30601	83955	560	90	4610.399902	65535	Stock	Mixto	No	Reserva	Reserva	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1093186	RS1-PACHICA/OXI	ROSARIO	STOCK					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31015	83689	561	59	4610.000000	14	Stock	Mixto	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1093404	RS1-PARINA/SME	ROSARIO	STOCK					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	28138	83291	562	68	4551.899902	27	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final	-1	0	1	0	0	0	
1093622	RS1-PEJERREY/MIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	27978	79405	563	70	4606.000000	30	Stock	Oxido	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1093840	RS1-STOCKCR04/SAL	ROSARIO	STOCK			D_RS1-STOCKCR04/SAL		<record>	0.000000	15600.000000	10000000000.000000	10000000000.000000	0.000000	30453	82781	564	49	4565.000000	65535	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	1	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1094058	RS1-SURI/SBH	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28001	82467	565	58	4610.100098	239	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	30	Punto Final S	-1	0	1	0	0	0	
1094276	RS1-TAGUA/SAL	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28446	83284	566	57	4552.000000	402	Stock	Sul. Media	No	Reserva	Reserva	No	<array>	9	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1094494	RS2-4550/SBL	ROSARIO	STOCK					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	28394	82955	567	70	4549.000000	52	Stock	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1094712	RS2-4600/MIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28792	80278	568	68	4612.000000	49	Stock	Mixto	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	10	Punto Final S	-1	0	1	0	0	0	
1094930	RS2-4600/OXA	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28050	79786	569	83	4605.000000	31	Stock	Ox. Alta	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Interm.	-1	0	1	0	0	0	
1095148	RS2-4600/OXB	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	29365	80282	570	54	4601.500000	41	Stock	Ox. Baja	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	20	Punto Final S	-1	0	1	0	0	0	
1095366	RS2-FLAMENCO/SME	ROSARIO	STOCK			D_RS2-FLAMENCO/SME		<record>	0.000000	13500.000000	10000000000.000000	10000000000.000000	0.000000	29848	81947	571	48	4550.000000	1	Stock	Sul. Alta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Final S	-1	0	1	0	0	0	
1095584	RS2-GOLONDRINA/SME	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	27816	83225	572	65	4560.200195	11	Stock	Sul. Alta	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1095802	RS3-4600/MIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28672	80040	573	56	4605.600098	36	Stock	Mixto	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	30	Punto Final S	-1	0	1	0	0	0	
1096020	RS3-4600/OXB	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28866	80308	574	71	4612.399902	48	Stock	Mixto Baja	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	10	Punto Final S	-1	0	1	0	0	0	
1096238	RS3-CARPA/OXA	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	27558	80054	575	87	4603.100098	24	Stock	Mixto	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1096456	RS3-JUREL/MIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	27480	79835	576	66	4614.500000	23	Stock	Oxido	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1096674	RS3-SALMON/OXA	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	27683	79697	577	63	4607.399902	25	Stock	Oxido	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1096892	RS3-TOYO/LIX	ROSARIO	STOCK					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	27788	79206	578	85	4606.000000	33	Stock	Mixto	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
